HV_BRU_ALC_2023-05-04_HV9003,HV9003,2023-05-04,2023-05-04,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,2,167
HV_BRU_ALC_2023-05-06_HV9003,HV9003,2023-05-06,2023-05-06,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,4,167
HV_BRU_ALC_2023-05-07_HV9003,HV9003,2023-05-07,2023-05-07,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,5,167
HV_BRU_ALC_2023-05-09_HV9003,HV9003,2023-05-09,2023-05-09,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,1,152
HV_BRU_ALC_2023-05-10_HV9003,HV9003,2023-05-10,2023-05-10,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,2,167
HV_BRU_ALC_2023-05-11_HV9003,HV9003,2023-05-11,2023-05-11,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,3,138
HV_BRU_ALC_2023-05-13_HV9003,HV9003,2023-05-13,2023-05-13,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,1,182
HV_BRU_ALC_2023-05-14_HV9003,HV9003,2023-05-14,2023-05-14,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,6,199
HV_BRU_ALC_2023-05-16_HV9003,HV9003,2023-05-16,2023-05-16,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,2,199
HV_BRU_ALC_2023-05-17_HV9003,HV9003,2023-05-17,2023-05-17,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,-1,256
HV_BRU_ALC_2023-05-18_HV9003,HV9003,2023-05-18,2023-05-18,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,4,234
HV_BRU_ALC_2023-05-20_HV9003,HV9003,2023-05-20,2023-05-20,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,2,152
HV_BRU_ALC_2023-05-21_HV9003,HV9003,2023-05-21,2023-05-21,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,4,125
HV_BRU_ALC_2023-05-23_HV9003,HV9003,2023-05-23,2023-05-23,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,3,112
HV_BRU_ALC_2023-05-24_HV9003,HV9003,2023-05-24,2023-05-24,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,-1,101
HV_BRU_ALC_2023-05-25_HV9003,HV9003,2023-05-25,2023-05-25,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,-1,101
HV_BRU_ALC_2023-05-27_HV9003,HV9003,2023-05-27,2023-05-27,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,4,138
HV_BRU_ALC_2023-05-28_HV9003,HV9003,2023-05-28,2023-05-28,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,10,112
HV_BRU_ALC_2023-05-30_HV9003,HV9003,2023-05-30,2023-05-30,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,-1,91
HV_BRU_ALC_2023-05-31_HV9003,HV9003,2023-05-31,2023-05-31,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,-1,138
HV_BRU_ALC_2023-06-01_HV9003,HV9003,2023-06-01,2023-06-01,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,9,101
HV_BRU_ALC_2023-06-03_HV9003,HV9003,2023-06-03,2023-06-03,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,-1,152
HV_BRU_ALC_2023-06-04_HV9003,HV9003,2023-06-04,2023-06-04,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,-1,125
HV_BRU_ALC_2023-06-06_HV9003,HV9003,2023-06-06,2023-06-06,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,10,138
HV_BRU_ALC_2023-06-07_HV9003,HV9003,2023-06-07,2023-06-07,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,-1,138
HV_BRU_ALC_2023-06-08_HV9003,HV9003,2023-06-08,2023-06-08,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,7,112
HV_BRU_ALC_2023-06-10_HV9003,HV9003,2023-06-10,2023-06-10,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,-1,125
HV_BRU_ALC_2023-06-11_HV9003,HV9003,2023-06-11,2023-06-11,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,-1,152
HV_BRU_ALC_2023-06-13_HV9003,HV9003,2023-06-13,2023-06-13,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,-1,112
HV_BRU_ALC_2023-06-14_HV9003,HV9003,2023-06-14,2023-06-14,16:05,18:35,02:30,0,HV,BRU,ALC,2023-05-02,2,112
HV_BRU_ALC_2023-06-15_HV9003,HV9003,2023-06-15,2023-06-15,6:50,9:15,02:25,0,HV,BRU,ALC,2023-05-02,8,101
HV_BRU_ALC_2023-06-17_HV9003,HV9003,2023-06-17,2023-06-17,16:20,18:50,02:30,0,HV,BRU,ALC,2023-05-02,-1,138
HV_BRU_ALC_2023-06-18_HV9003,HV9003,2023-06-18,2023-06-18,17:25,19:55,02:30,0,HV,BRU,ALC,2023-05-02,-1,138
