flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierCode,duration_formatted,price,hasDiscount,fareType,availableSeats,flightKey
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-09T07:30:00.000,2023-04-09T09:55:00.000,,02:25,55.99,False,ADT,3,FR~6456~ ~~CRL~04/09/2023 07:30~IBZ~04/09/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-09T21:30:00.000,2023-04-10T00:15:00.000,,02:45,155.27,False,ADT,2,FR~1916~ ~~CRL~04/09/2023 21:30~AGP~04/10/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-09T12:35:00.000,2023-04-09T16:10:00.000,,04:35,124.99,False,ADT,2,FR~ 563~ ~~CRL~04/09/2023 12:35~TFS~04/09/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-10T17:40:00.000,2023-04-10T20:30:00.000,,02:50,105.96,False,ADT,-1,FR~2923~ ~~BRU~04/10/2023 17:40~AGP~04/10/2023 20:30~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-10T12:00:00.000,2023-04-10T16:35:00.000,,03:35,111.44,False,ADT,-1,FR~8577~ ~~CRL~04/10/2023 12:00~RHO~04/10/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-10T20:55:00.000,2023-04-10T23:20:00.000,Malta Air,02:25,60.99,False,ADT,5,FR~7737~ ~~CRL~04/10/2023 20:55~BDS~04/10/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-10T06:30:00.000,2023-04-10T08:45:00.000,,02:15,83.08,False,ADT,5,FR~1302~ ~~CRL~04/10/2023 06:30~NAP~04/10/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-10T12:05:00.000,2023-04-10T14:35:00.000,,02:30,76.57,True,ADT,3,FR~6269~ ~~CRL~04/10/2023 12:05~PMO~04/10/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-10T18:00:00.000,2023-04-10T19:55:00.000,,02:55,52.74,True,ADT,5,FR~2941~ ~~CRL~04/10/2023 18:00~FAO~04/10/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-10T16:55:00.000,2023-04-10T19:20:00.000,,02:25,152.92,False,ADT,4,FR~3534~ ~~CRL~04/10/2023 16:55~ALC~04/10/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-10T19:20:00.000,2023-04-10T22:05:00.000,,02:45,82.99,True,ADT,2,FR~1916~ ~~CRL~04/10/2023 19:20~AGP~04/10/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-11T07:20:00.000,2023-04-11T11:45:00.000,,03:25,63.99,False,ADT,-1,FR~7986~ ~~CRL~04/11/2023 07:20~HER~04/11/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-11T17:20:00.000,2023-04-11T19:45:00.000,,02:25,81.99,False,ADT,4,FR~7737~ ~~CRL~04/11/2023 17:20~BDS~04/11/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-11T19:20:00.000,2023-04-11T21:35:00.000,Malta Air,02:15,96.2,False,ADT,5,FR~1302~ ~~CRL~04/11/2023 19:20~NAP~04/11/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-11T15:35:00.000,2023-04-11T18:05:00.000,,02:30,56.78,True,ADT,-1,FR~6269~ ~~CRL~04/11/2023 15:35~PMO~04/11/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-11T13:45:00.000,2023-04-11T15:40:00.000,,02:55,57.05,False,ADT,-1,FR~2941~ ~~CRL~04/11/2023 13:45~FAO~04/11/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-11T06:30:00.000,2023-04-11T08:55:00.000,,02:25,96.99,False,ADT,4,FR~3534~ ~~CRL~04/11/2023 06:30~ALC~04/11/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-11T09:25:00.000,2023-04-11T11:50:00.000,,02:25,54.41,False,ADT,1,FR~6456~ ~~CRL~04/11/2023 09:25~IBZ~04/11/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-11T16:00:00.000,2023-04-11T18:45:00.000,,02:45,77.09,False,ADT,-1,FR~1916~ ~~CRL~04/11/2023 16:00~AGP~04/11/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-11T07:15:00.000,2023-04-11T10:50:00.000,,04:35,96.95,True,ADT,1,FR~ 563~ ~~CRL~04/11/2023 07:15~TFS~04/11/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-12T10:05:00.000,2023-04-12T13:00:00.000,,02:55,66.84,True,ADT,4,FR~2923~ ~~BRU~04/12/2023 10:05~AGP~04/12/2023 13:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-12T13:10:00.000,2023-04-12T17:45:00.000,,03:35,60.96,True,ADT,3,FR~8577~ ~~CRL~04/12/2023 13:10~RHO~04/12/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-12T16:35:00.000,2023-04-12T18:50:00.000,,02:15,53.88,False,ADT,1,FR~1302~ ~~CRL~04/12/2023 16:35~NAP~04/12/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-12T09:25:00.000,2023-04-12T11:55:00.000,Malta Air,02:30,66.18,True,ADT,5,FR~6269~ ~~CRL~04/12/2023 09:25~PMO~04/12/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-12T12:25:00.000,2023-04-12T14:20:00.000,,02:55,58.14,False,ADT,3,FR~2941~ ~~CRL~04/12/2023 12:25~FAO~04/12/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-12T10:00:00.000,2023-04-12T12:25:00.000,,02:25,77.09,False,ADT,2,FR~3534~ ~~CRL~04/12/2023 10:00~ALC~04/12/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-12T06:45:00.000,2023-04-12T09:30:00.000,,02:45,77.09,False,ADT,-1,FR~1916~ ~~CRL~04/12/2023 06:45~AGP~04/12/2023 09:30~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-13T06:25:00.000,2023-04-13T08:40:00.000,,02:15,31.9,True,ADT,-1,FR~1302~ ~~CRL~04/13/2023 06:25~NAP~04/13/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-13T11:25:00.000,2023-04-13T13:20:00.000,,02:55,67.99,False,ADT,-1,FR~2941~ ~~CRL~04/13/2023 11:25~FAO~04/13/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-13T09:00:00.000,2023-04-13T11:25:00.000,,02:25,65.24,False,ADT,4,FR~9053~ ~~CRL~04/13/2023 09:00~ALC~04/13/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-13T10:20:00.000,2023-04-13T12:45:00.000,,02:25,30.99,False,ADT,3,FR~6456~ ~~CRL~04/13/2023 10:20~IBZ~04/13/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-13T17:30:00.000,2023-04-13T20:15:00.000,,02:45,74.99,False,ADT,2,FR~1916~ ~~CRL~04/13/2023 17:30~AGP~04/13/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-13T20:00:00.000,2023-04-13T23:35:00.000,,04:35,74.88,True,ADT,-1,FR~ 563~ ~~CRL~04/13/2023 20:00~TFS~04/13/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-14T07:55:00.000,2023-04-14T12:30:00.000,,03:35,71.54,True,ADT,5,FR~8577~ ~~CRL~04/14/2023 07:55~RHO~04/14/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-14T07:00:00.000,2023-04-14T09:25:00.000,,02:25,68.2,False,ADT,2,FR~7737~ ~~CRL~04/14/2023 07:00~BDS~04/14/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-14T09:10:00.000,2023-04-14T11:25:00.000,Malta Air,02:15,74.99,False,ADT,3,FR~1302~ ~~CRL~04/14/2023 09:10~NAP~04/14/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-14T16:35:00.000,2023-04-14T19:05:00.000,,02:30,73.21,False,ADT,3,FR~6269~ ~~CRL~04/14/2023 16:35~PMO~04/14/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-14T07:05:00.000,2023-04-14T09:00:00.000,,02:55,55.12,False,ADT,3,FR~2941~ ~~CRL~04/14/2023 07:05~FAO~04/14/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-14T09:45:00.000,2023-04-14T12:10:00.000,,02:25,88.74,False,ADT,4,FR~3534~ ~~CRL~04/14/2023 09:45~ALC~04/14/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-14T16:15:00.000,2023-04-14T18:40:00.000,,02:25,31.08,True,ADT,2,FR~6456~ ~~CRL~04/14/2023 16:15~IBZ~04/14/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-14T10:00:00.000,2023-04-14T12:45:00.000,,02:45,77.09,False,ADT,2,FR~1928~ ~~CRL~04/14/2023 10:00~AGP~04/14/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-14T06:20:00.000,2023-04-14T09:55:00.000,,04:35,74.88,True,ADT,3,FR~ 563~ ~~CRL~04/14/2023 06:20~TFS~04/14/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-15T08:10:00.000,2023-04-15T12:35:00.000,,03:25,150.47,False,ADT,-1,FR~7986~ ~~CRL~04/15/2023 08:10~HER~04/15/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-15T07:45:00.000,2023-04-15T10:00:00.000,,02:15,30.26,True,ADT,5,FR~1302~ ~~CRL~04/15/2023 07:45~NAP~04/15/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-15T21:30:00.000,2023-04-15T23:59:00.000,Malta Air,02:29,47.99,False,ADT,-1,FR~6269~ ~~CRL~04/15/2023 21:30~PMO~04/15/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-15T11:05:00.000,2023-04-15T13:00:00.000,,02:55,110.49,True,ADT,-1,FR~2941~ ~~CRL~04/15/2023 11:05~FAO~04/15/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-15T15:50:00.000,2023-04-15T18:15:00.000,,02:25,104.99,False,ADT,-1,FR~3534~ ~~CRL~04/15/2023 15:50~ALC~04/15/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-15T13:40:00.000,2023-04-15T16:25:00.000,,02:45,111.74,False,ADT,-1,FR~1916~ ~~CRL~04/15/2023 13:40~AGP~04/15/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-16T09:55:00.000,2023-04-16T12:50:00.000,,02:55,75.81,True,ADT,-1,FR~2923~ ~~BRU~04/16/2023 09:55~AGP~04/16/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-04-16T17:00:00.000,2023-04-16T20:40:00.000,,02:40,86.49,False,ADT,-1,FR~6251~ ~~CRL~04/16/2023 17:00~CFU~04/16/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-16T17:30:00.000,2023-04-16T19:55:00.000,,02:25,48.78,False,ADT,4,FR~7737~ ~~CRL~04/16/2023 17:30~BDS~04/16/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-16T09:45:00.000,2023-04-16T12:00:00.000,Malta Air,02:15,49.89,True,ADT,-1,FR~1302~ ~~CRL~04/16/2023 09:45~NAP~04/16/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-16T16:45:00.000,2023-04-16T18:40:00.000,,02:55,77.09,False,ADT,1,FR~2941~ ~~CRL~04/16/2023 16:45~FAO~04/16/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-16T09:55:00.000,2023-04-16T12:20:00.000,,02:25,99.8,False,ADT,-1,FR~3534~ ~~CRL~04/16/2023 09:55~ALC~04/16/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-16T07:30:00.000,2023-04-16T09:55:00.000,,02:25,53.34,False,ADT,3,FR~6456~ ~~CRL~04/16/2023 07:30~IBZ~04/16/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-16T21:30:00.000,2023-04-17T00:15:00.000,,02:45,39.29,True,ADT,2,FR~1916~ ~~CRL~04/16/2023 21:30~AGP~04/17/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-16T12:35:00.000,2023-04-16T16:10:00.000,,04:35,147.93,True,ADT,3,FR~ 563~ ~~CRL~04/16/2023 12:35~TFS~04/16/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-17T17:40:00.000,2023-04-17T20:30:00.000,,02:50,94.94,False,ADT,4,FR~2923~ ~~BRU~04/17/2023 17:40~AGP~04/17/2023 20:30~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-17T12:00:00.000,2023-04-17T16:35:00.000,,03:35,94.55,True,ADT,4,FR~8577~ ~~CRL~04/17/2023 12:00~RHO~04/17/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-17T20:55:00.000,2023-04-17T23:20:00.000,Malta Air,02:25,21.99,False,ADT,1,FR~7737~ ~~CRL~04/17/2023 20:55~BDS~04/17/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-17T06:30:00.000,2023-04-17T08:45:00.000,,02:15,42.64,True,ADT,3,FR~1302~ ~~CRL~04/17/2023 06:30~NAP~04/17/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-17T12:05:00.000,2023-04-17T14:35:00.000,,02:30,59.51,True,ADT,1,FR~6269~ ~~CRL~04/17/2023 12:05~PMO~04/17/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-17T18:00:00.000,2023-04-17T19:55:00.000,,02:55,51.49,True,ADT,-1,FR~2941~ ~~CRL~04/17/2023 18:00~FAO~04/17/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-17T16:55:00.000,2023-04-17T19:20:00.000,,02:25,82.99,True,ADT,-1,FR~3534~ ~~CRL~04/17/2023 16:55~ALC~04/17/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-17T19:20:00.000,2023-04-17T22:05:00.000,,02:45,63.68,False,ADT,-1,FR~1916~ ~~CRL~04/17/2023 19:20~AGP~04/17/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-18T07:20:00.000,2023-04-18T11:45:00.000,,03:25,89.69,False,ADT,1,FR~7986~ ~~CRL~04/18/2023 07:20~HER~04/18/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-18T17:20:00.000,2023-04-18T19:45:00.000,,02:25,38.28,False,ADT,1,FR~7737~ ~~CRL~04/18/2023 17:20~BDS~04/18/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-18T19:20:00.000,2023-04-18T21:35:00.000,Malta Air,02:15,28.51,True,ADT,4,FR~1302~ ~~CRL~04/18/2023 19:20~NAP~04/18/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-18T15:35:00.000,2023-04-18T18:05:00.000,,02:30,62.7,False,ADT,-1,FR~6269~ ~~CRL~04/18/2023 15:35~PMO~04/18/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-18T13:45:00.000,2023-04-18T15:40:00.000,,02:55,63.68,False,ADT,3,FR~2941~ ~~CRL~04/18/2023 13:45~FAO~04/18/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-18T06:30:00.000,2023-04-18T08:55:00.000,,02:25,87.24,False,ADT,3,FR~3534~ ~~CRL~04/18/2023 06:30~ALC~04/18/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-18T09:25:00.000,2023-04-18T11:50:00.000,,02:25,27.89,True,ADT,2,FR~6456~ ~~CRL~04/18/2023 09:25~IBZ~04/18/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-18T16:00:00.000,2023-04-18T18:45:00.000,,02:45,66.49,False,ADT,-1,FR~1916~ ~~CRL~04/18/2023 16:00~AGP~04/18/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-18T07:15:00.000,2023-04-18T10:50:00.000,,04:35,113.47,True,ADT,-1,FR~ 563~ ~~CRL~04/18/2023 07:15~TFS~04/18/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-19T10:05:00.000,2023-04-19T13:00:00.000,,02:55,88.82,False,ADT,5,FR~2923~ ~~BRU~04/19/2023 10:05~AGP~04/19/2023 13:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-19T13:10:00.000,2023-04-19T17:45:00.000,,03:35,62.97,False,ADT,-1,FR~8577~ ~~CRL~04/19/2023 13:10~RHO~04/19/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-19T16:35:00.000,2023-04-19T18:50:00.000,,02:15,42.64,True,ADT,2,FR~1302~ ~~CRL~04/19/2023 16:35~NAP~04/19/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-19T09:25:00.000,2023-04-19T11:55:00.000,Malta Air,02:30,63.31,False,ADT,4,FR~6269~ ~~CRL~04/19/2023 09:25~PMO~04/19/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-19T12:25:00.000,2023-04-19T14:20:00.000,,02:55,51.49,True,ADT,4,FR~2941~ ~~CRL~04/19/2023 12:25~FAO~04/19/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-19T10:00:00.000,2023-04-19T12:25:00.000,,02:25,82.74,False,ADT,3,FR~3534~ ~~CRL~04/19/2023 10:00~ALC~04/19/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-19T06:45:00.000,2023-04-19T09:30:00.000,,02:45,64.49,True,ADT,4,FR~1916~ ~~CRL~04/19/2023 06:45~AGP~04/19/2023 09:30~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-20T06:25:00.000,2023-04-20T08:40:00.000,,02:15,36.41,True,ADT,-1,FR~1302~ ~~CRL~04/20/2023 06:25~NAP~04/20/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-20T11:25:00.000,2023-04-20T13:20:00.000,,02:55,73.24,False,ADT,3,FR~2941~ ~~CRL~04/20/2023 11:25~FAO~04/20/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-20T09:00:00.000,2023-04-20T11:25:00.000,,02:25,75.24,True,ADT,-1,FR~9053~ ~~CRL~04/20/2023 09:00~ALC~04/20/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-20T10:20:00.000,2023-04-20T12:45:00.000,,02:25,60.57,False,ADT,-1,FR~6456~ ~~CRL~04/20/2023 10:20~IBZ~04/20/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-20T17:30:00.000,2023-04-20T20:15:00.000,,02:45,95.99,True,ADT,-1,FR~1916~ ~~CRL~04/20/2023 17:30~AGP~04/20/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-20T20:00:00.000,2023-04-20T23:35:00.000,,04:35,113.29,False,ADT,3,FR~ 563~ ~~CRL~04/20/2023 20:00~TFS~04/20/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-21T07:55:00.000,2023-04-21T12:30:00.000,,03:35,112.29,False,ADT,2,FR~8577~ ~~CRL~04/21/2023 07:55~RHO~04/21/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-21T07:00:00.000,2023-04-21T09:25:00.000,,02:25,78.22,True,ADT,3,FR~7737~ ~~CRL~04/21/2023 07:00~BDS~04/21/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-21T09:10:00.000,2023-04-21T11:25:00.000,Malta Air,02:15,91.14,True,ADT,-1,FR~1302~ ~~CRL~04/21/2023 09:10~NAP~04/21/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-21T16:35:00.000,2023-04-21T19:05:00.000,,02:30,109.73,False,ADT,3,FR~6269~ ~~CRL~04/21/2023 16:35~PMO~04/21/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-21T07:05:00.000,2023-04-21T09:00:00.000,,02:55,82.99,True,ADT,-1,FR~2941~ ~~CRL~04/21/2023 07:05~FAO~04/21/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-21T09:45:00.000,2023-04-21T12:10:00.000,,02:25,100.49,True,ADT,5,FR~3534~ ~~CRL~04/21/2023 09:45~ALC~04/21/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-21T16:15:00.000,2023-04-21T18:40:00.000,,02:25,68.42,False,ADT,2,FR~6456~ ~~CRL~04/21/2023 16:15~IBZ~04/21/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-21T10:00:00.000,2023-04-21T12:45:00.000,,02:45,134.64,False,ADT,-1,FR~1928~ ~~CRL~04/21/2023 10:00~AGP~04/21/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-21T06:20:00.000,2023-04-21T09:55:00.000,,04:35,120.19,True,ADT,5,FR~ 563~ ~~CRL~04/21/2023 06:20~TFS~04/21/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-22T08:10:00.000,2023-04-22T12:35:00.000,,03:25,202.71,False,ADT,2,FR~7986~ ~~CRL~04/22/2023 08:10~HER~04/22/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-22T07:45:00.000,2023-04-22T10:00:00.000,,02:15,127.33,False,ADT,-1,FR~1302~ ~~CRL~04/22/2023 07:45~NAP~04/22/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-22T21:30:00.000,2023-04-22T23:59:00.000,Malta Air,02:29,111.5,False,ADT,4,FR~6269~ ~~CRL~04/22/2023 21:30~PMO~04/22/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-22T11:05:00.000,2023-04-22T13:00:00.000,,02:55,158.29,True,ADT,-1,FR~2941~ ~~CRL~04/22/2023 11:05~FAO~04/22/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-22T15:50:00.000,2023-04-22T18:15:00.000,,02:25,101.39,False,ADT,-1,FR~3534~ ~~CRL~04/22/2023 15:50~ALC~04/22/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-22T13:40:00.000,2023-04-22T16:25:00.000,,02:45,179.19,False,ADT,3,FR~1916~ ~~CRL~04/22/2023 13:40~AGP~04/22/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-23T09:55:00.000,2023-04-23T12:50:00.000,,02:55,187.58,False,ADT,-1,FR~2923~ ~~BRU~04/23/2023 09:55~AGP~04/23/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-04-23T17:00:00.000,2023-04-23T20:40:00.000,,02:40,125.89,True,ADT,1,FR~6251~ ~~CRL~04/23/2023 17:00~CFU~04/23/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-23T17:30:00.000,2023-04-23T19:55:00.000,,02:25,78.22,True,ADT,-1,FR~7737~ ~~CRL~04/23/2023 17:30~BDS~04/23/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-23T09:45:00.000,2023-04-23T12:00:00.000,Malta Air,02:15,106.63,False,ADT,-1,FR~1302~ ~~CRL~04/23/2023 09:45~NAP~04/23/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-23T16:45:00.000,2023-04-23T18:40:00.000,,02:55,205.49,False,ADT,-1,FR~2941~ ~~CRL~04/23/2023 16:45~FAO~04/23/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-23T09:55:00.000,2023-04-23T12:20:00.000,,02:25,155.27,False,ADT,-1,FR~3534~ ~~CRL~04/23/2023 09:55~ALC~04/23/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-23T07:30:00.000,2023-04-23T09:55:00.000,,02:25,104.42,False,ADT,1,FR~6456~ ~~CRL~04/23/2023 07:30~IBZ~04/23/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-23T21:30:00.000,2023-04-24T00:15:00.000,,02:45,152.92,False,ADT,-1,FR~1916~ ~~CRL~04/23/2023 21:30~AGP~04/24/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-23T12:35:00.000,2023-04-23T16:10:00.000,,04:35,193.59,False,ADT,-1,FR~ 563~ ~~CRL~04/23/2023 12:35~TFS~04/23/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-04-24T17:40:00.000,2023-04-24T20:30:00.000,,02:50,122.97,False,ADT,4,FR~2923~ ~~BRU~04/24/2023 17:40~AGP~04/24/2023 20:30~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-24T12:00:00.000,2023-04-24T16:35:00.000,,03:35,223.66,False,ADT,-1,FR~8577~ ~~CRL~04/24/2023 12:00~RHO~04/24/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-24T20:55:00.000,2023-04-24T23:20:00.000,Malta Air,02:25,67.47,True,ADT,2,FR~7737~ ~~CRL~04/24/2023 20:55~BDS~04/24/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-24T06:30:00.000,2023-04-24T08:45:00.000,,02:15,83.08,False,ADT,-1,FR~1302~ ~~CRL~04/24/2023 06:30~NAP~04/24/2023 08:45~~
